SR_WL,stdev_B1,stdev_B2,stdev_B3,stdev_B4,stdev_B5,stdev_B6,stdev_B7,stdev_B8,stdev_B9
410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427,4.469e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,6.838e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.00026606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430,0.00050348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.0016778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.00513401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,0.01813636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.03781107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
435,0.04564099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436,0.04749914,4.42e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437,0.01551657,6.11e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
438,0.01285118,8.5e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
439,0.02073366,1.24e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
440,0.01937152,1.888e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
441,0.00985695,3.05e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
442,0.01004423,5.075e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
443,0.0210157,8.752e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.01785661,0.00016028,0.0,0.0,0.0,0.0,0.0,0.0,0.0
445,0.01161098,0.00042282,0.0,0.0,0.0,0.0,0.0,0.0,0.0
446,0.00892519,0.00065609,0.0,0.0,0.0,0.0,0.0,0.0,0.0
447,0.00460352,0.00117162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
448,0.01799174,0.00248636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
449,0.03148301,0.00639836,0.0,0.0,0.0,0.0,0.0,0.0,0.0
450,0.03073661,0.0144704,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,0.01792066,0.03216385,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,0.0076704,0.05206515,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,0.00369018,0.04723892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0.00215843,0.02017004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
455,0.00135426,0.00513807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
456,0.00073651,0.00899431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,0.00044872,0.0095901,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458,0.00020757,0.00835919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
459,9.291e-05,0.00464124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
460,0.0,0.00648731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461,0.0,0.01574977,0.0,0.0,0.0,0.0,0.0,0.0,0.0
462,0.0,0.02162892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463,0.0,0.02189738,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464,0.0,0.01636066,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,0.0,0.00854374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,0.0,0.00366563,0.0,0.0,0.0,0.0,0.0,0.0,0.0
467,0.0,0.00724549,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,0.0,0.00950573,0.0,0.0,0.0,0.0,0.0,0.0,0.0
469,0.0,0.01420496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470,0.0,0.01728345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471,0.0,0.01285951,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,0.0,0.00523313,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,0.0,0.01255132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,0.0,0.01279903,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475,0.0,0.00548119,0.0,0.0,0.0,0.0,0.0,0.0,0.0
476,0.0,0.00783504,0.0,0.0,0.0,0.0,0.0,0.0,0.0
477,0.0,0.01406941,0.0,0.0,0.0,0.0,0.0,0.0,0.0
478,0.0,0.01702148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,0.0,0.01435731,0.0,0.0,0.0,0.0,0.0,0.0,0.0
480,0.0,0.00851875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
481,0.0,0.00601585,0.0,0.0,0.0,0.0,0.0,0.0,0.0
482,0.0,0.00641677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
483,0.0,0.00814098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,0.0,0.00904783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,0.0,0.01272744,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,0.0,0.01642681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
487,0.0,0.01717806,0.0,0.0,0.0,0.0,0.0,0.0,0.0
488,0.0,0.01689493,0.0,0.0,0.0,0.0,0.0,2.015e-05,0.0
489,0.0,0.01748484,0.0,0.0,0.0,0.0,0.0,3.009e-05,0.0
490,0.0,0.01793138,0.0,0.0,0.0,0.0,0.0,4.643e-05,0.0
491,0.0,0.0154778,0.0,0.0,0.0,0.0,0.0,7.166e-05,0.0
492,0.0,0.0169618,0.0,0.0,0.0,0.0,0.0,0.00132461,0.0
493,0.0,0.0280459,0.0,0.0,0.0,0.0,0.0,0.00177786,0.0
494,0.0,0.04154578,0.0,0.0,0.0,0.0,0.0,0.00190063,0.0
495,0.0,0.04739599,0.0,0.0,0.0,0.0,0.0,0.00204792,0.0
496,0.0,0.02914561,0.0,0.0,0.0,0.0,0.0,0.00230462,0.0
497,0.0,0.00466223,0.0,0.0,0.0,0.0,0.0,0.00243061,0.0
498,0.0,0.00421084,0.0,0.0,0.0,0.0,0.0,0.00283641,0.0
499,0.0,0.01627013,0.0,0.0,0.0,0.0,0.0,0.0039508,0.0
500,0.0,0.02522637,0.0,0.0,0.0,0.0,0.0,0.00856411,0.0
501,0.0,0.0195046,0.0,0.0,0.0,0.0,0.0,0.02146145,0.0
502,0.0,0.00238525,0.0,0.0,0.0,0.0,0.0,0.04089513,0.0
503,0.0,0.01277786,0.0,0.0,0.0,0.0,0.0,0.04555733,0.0
504,0.0,0.00560256,0.0,0.0,0.0,0.0,0.0,0.02569854,0.0
505,0.0,0.02007894,0.0,0.0,0.0,0.0,0.0,0.00732314,0.0
506,0.0,0.04674564,0.0,0.0,0.0,0.0,0.0,0.00472124,0.0
507,0.0,0.05571818,0.0,0.0,0.0,0.0,0.0,0.00616714,0.0
508,0.0,0.03888773,0.0,0.0,0.0,0.0,0.0,0.00555145,0.0
509,0.0,0.02474928,0.0,0.0,0.0,0.0,0.0,0.00835657,0.0
510,0.0,0.02101024,0.0,0.0,0.0,0.0,0.0,0.01205884,0.0
511,0.0,0.04181675,0.0,0.0,0.0,0.0,0.0,0.01117213,0.0
512,0.0,0.07871538,6.19e-06,0.0,0.0,0.0,0.0,0.00800618,0.0
513,0.0,0.02865174,6.83e-06,0.0,0.0,0.0,0.0,0.00632261,0.0
514,0.0,0.00933429,1.294e-05,0.0,0.0,0.0,0.0,0.00657001,0.0
515,0.0,0.00419642,2.303e-05,0.0,0.0,0.0,0.0,0.00662683,0.0
516,0.0,0.00260631,3.533e-05,0.0,0.0,0.0,0.0,0.01416343,0.0
517,0.0,0.00146559,4.978e-05,0.0,0.0,0.0,0.0,0.02018871,0.0
518,0.0,0.00113157,6.774e-05,0.0,0.0,0.0,0.0,0.02196474,0.0
519,0.0,0.00096177,9.087e-05,0.0,0.0,0.0,0.0,0.01466578,0.0
520,0.0,0.00080599,0.0001213,0.0,0.0,0.0,0.0,0.00487286,0.0
521,0.0,0.00059992,0.00042545,0.0,0.0,0.0,0.0,0.00944167,0.0
522,0.0,0.00039399,0.00046761,0.0,0.0,0.0,0.0,0.00799649,0.0
523,0.0,0.00025014,0.00052648,0.0,0.0,0.0,0.0,0.00671432,0.0
524,0.0,0.00016897,0.00072791,0.0,0.0,0.0,0.0,0.01072538,0.0
525,0.0,0.00012742,0.00103188,0.0,0.0,0.0,0.0,0.01108858,0.0
526,0.0,0.00010821,0.00147257,0.0,0.0,0.0,0.0,0.00518343,0.0
527,0.0,0.00010408,0.00201379,0.0,0.0,0.0,0.0,0.00839702,0.0
528,0.0,0.00011045,0.00750289,0.0,0.0,0.0,0.0,0.01184171,0.0
529,0.0,0.00012185,0.00858275,0.0,0.0,0.0,0.0,0.00891387,0.0
530,0.0,0.00013111,0.01874577,0.0,0.0,0.0,0.0,0.00891857,0.0
531,0.0,0.0,0.01788493,0.0,0.0,0.0,0.0,0.0100853,0.0
532,0.0,0.0,0.02799383,0.0,0.0,0.0,0.0,0.01575686,0.0
533,0.0,0.0,0.02493757,0.0,0.0,0.0,0.0,0.01796615,0.0
534,0.0,0.0,0.02161304,0.0,0.0,0.0,0.0,0.02272983,0.0
535,0.0,0.0,0.01881093,0.0,0.0,0.0,0.0,0.02176887,0.0
536,0.0,0.0,0.01721163,0.0,0.0,0.0,0.0,0.01840019,0.0
537,0.0,0.0,0.01070405,0.0,0.0,0.0,0.0,0.02070269,0.0
538,0.0,0.0,0.00836614,0.0,0.0,0.0,0.0,0.02867585,0.0
539,0.0,0.0,0.00607323,0.0,0.0,0.0,0.0,0.03694771,0.0
540,0.0,0.0,0.00483625,0.0,0.0,0.0,0.0,0.0393385,0.0
541,0.0,0.0,0.00449707,0.0,0.0,0.0,0.0,0.03311346,0.0
542,0.0,0.0,0.00475598,0.0,0.0,0.0,0.0,0.0225187,0.0
543,0.0,0.0,0.00677342,0.0,0.0,0.0,0.0,0.01782025,0.0
544,0.0,0.0,0.0095385,0.0,0.0,0.0,0.0,0.01892499,0.0
545,0.0,0.0,0.00927282,0.0,0.0,0.0,0.0,0.03057992,0.0
546,0.0,0.0,0.00507822,0.0,0.0,0.0,0.0,0.04027899,0.0
547,0.0,0.0,0.00606292,0.0,0.0,0.0,0.0,0.04134773,0.0
548,0.0,0.0,0.01102037,0.0,0.0,0.0,0.0,0.02893474,0.0
549,0.0,0.0,0.01350226,0.0,0.0,0.0,0.0,0.01139535,0.0
550,0.0,0.0,0.01171532,0.0,0.0,0.0,0.0,0.00674212,0.0
551,0.0,0.0,0.00961761,0.0,0.0,0.0,0.0,0.0120351,0.0
552,0.0,0.0,0.00788119,0.0,0.0,0.0,0.0,0.00612164,0.0
553,0.0,0.0,0.00791125,0.0,0.0,0.0,0.0,0.01444929,0.0
554,0.0,0.0,0.00588649,0.0,0.0,0.0,0.0,0.02336596,0.0
555,0.0,0.0,0.00396925,0.0,0.0,0.0,0.0,0.01738192,0.0
556,0.0,0.0,0.0058515,0.0,0.0,0.0,0.0,0.00464707,0.0
557,0.0,0.0,0.00807943,0.0,0.0,0.0,0.0,0.01671372,0.0
558,0.0,0.0,0.00794198,0.0,0.0,0.0,0.0,0.02633724,0.0
559,0.0,0.0,0.00688981,0.0,0.0,0.0,0.0,0.02500449,0.0
560,0.0,0.0,0.00668935,0.0,0.0,0.0,0.0,0.01502729,0.0
561,0.0,0.0,0.00504558,0.0,0.0,0.0,0.0,0.00502121,0.0
562,0.0,0.0,0.00928257,0.0,0.0,0.0,0.0,0.00590807,0.0
563,0.0,0.0,0.011671,0.0,0.0,0.0,0.0,0.00519175,0.0
564,0.0,0.0,0.0143459,0.0,0.0,0.0,0.0,0.01213881,0.0
565,0.0,0.0,0.01554842,0.0,0.0,0.0,0.0,0.01914562,0.0
566,0.0,0.0,0.01493203,0.0,0.0,0.0,0.0,0.01546384,0.0
567,0.0,0.0,0.01267074,0.0,0.0,0.0,0.0,0.00413631,0.0
568,0.0,0.0,0.01316161,0.0,0.0,0.0,0.0,0.01709636,0.0
569,0.0,0.0,0.01592059,0.0,0.0,0.0,0.0,0.03020976,0.0
570,0.0,0.0,0.02329212,0.0,0.0,0.0,0.0,0.03485188,0.0
571,0.0,0.0,0.02863944,0.0,0.0,0.0,0.0,0.03193832,0.0
572,0.0,0.0,0.02800232,0.0,0.0,0.0,0.0,0.02426214,0.0
573,0.0,0.0,0.01836961,0.0,0.0,0.0,0.0,0.01891381,0.0
574,0.0,0.0,0.00402131,0.0,0.0,0.0,0.0,0.02190762,0.0
575,0.0,0.0,0.01546059,0.0,0.0,0.0,0.0,0.02916868,0.0
576,0.0,0.0,0.02355198,0.0,0.0,0.0,0.0,0.03807878,0.0
577,0.0,0.0,0.02011394,0.0,0.0,0.0,0.0,0.04250352,0.0
578,0.0,0.0,0.01058269,0.0,0.0,0.0,0.0,0.04005354,0.0
579,0.0,0.0,0.00431783,0.0,0.0,0.0,0.0,0.03241363,0.0
580,0.0,0.0,0.00786188,0.0,0.0,0.0,0.0,0.02359402,0.0
581,0.0,0.0,0.00982175,0.0,0.0,0.0,0.0,0.0197322,0.0
582,0.0,0.0,0.01452226,0.0,0.0,0.0,0.0,0.02350751,0.0
583,0.0,0.0,0.02052814,0.0,0.0,0.0,0.0,0.02954637,0.0
584,0.0,0.0,0.02603252,0.0,0.0,0.0,0.0,0.03629353,0.0
585,0.0,0.0,0.01592957,0.0,0.0,0.0,0.0,0.03934114,0.0
586,0.0,0.0,0.0229586,0.0,0.0,0.0,0.0,0.0370061,0.0
587,0.0,0.0,0.0529586,0.0,0.0,0.0,0.0,0.03006934,0.0
588,0.0,0.0,0.03247558,0.0,0.0,0.0,0.0,0.0221302,0.0
589,0.0,0.0,0.03076253,0.0,0.0,0.0,0.0,0.01729455,0.0
590,0.0,0.0,0.06503926,0.0,0.0,0.0,0.0,0.01802502,0.0
591,0.0,0.0,0.06842254,0.0,0.0,0.0,0.0,0.02273786,0.0
592,0.0,0.0,0.05012217,0.0,0.0,0.0,0.0,0.02964386,0.0
593,0.0,0.0,0.02895293,0.0,0.0,0.0,0.0,0.03558933,0.0
594,0.0,0.0,0.01501935,0.0,0.0,0.0,0.0,0.03548384,0.0
595,0.0,0.0,0.0075327,0.0,0.0,0.0,0.0,0.03075349,0.0
596,0.0,0.0,0.00394198,0.0,0.0,0.0,0.0,0.02349112,0.0
597,0.0,0.0,0.00254559,0.0,0.0,0.0,0.0,0.0174524,0.0
598,0.0,0.0,0.00140372,0.0,0.0,0.0,0.0,0.01381883,0.0
599,0.0,0.0,0.00081107,0.0,0.0,0.0,0.0,0.01335975,0.0
600,0.0,0.0,0.00049149,0.0,0.0,0.0,0.0,0.01618741,0.0
601,0.0,0.0,0.00031231,0.0,0.0,0.0,0.0,0.01942966,0.0
602,0.0,0.0,0.00020884,0.0,0.0,0.0,0.0,0.02016997,0.0
603,0.0,0.0,0.00014799,0.0,0.0,0.0,0.0,0.02030094,0.0
604,0.0,0.0,0.00011072,0.0,0.0,0.0,0.0,0.01716405,0.0
605,0.0,0.0,8.744e-05,0.0,0.0,0.0,0.0,0.01467656,0.0
606,0.0,0.0,7.399e-05,0.0,0.0,0.0,0.0,0.01354096,0.0
607,0.0,0.0,6.676e-05,0.0,0.0,0.0,0.0,0.0132061,0.0
608,0.0,0.0,6.544e-05,0.0,0.0,0.0,0.0,0.01762753,0.0
609,0.0,0.0,6.983e-05,0.0,0.0,0.0,0.0,0.02357341,0.0
610,0.0,0.0,8.005e-05,0.0,0.0,0.0,0.0,0.02944751,0.0
611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03178104,0.0
612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0313709,0.0
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02737791,0.0
614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02227391,0.0
615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01678364,0.0
616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01183312,0.0
617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00860023,0.0
618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00906503,0.0
619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00983855,0.0
620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01028577,0.0
621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0107378,0.0
622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084873,0.0
623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00648434,0.0
624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00493137,0.0
625,0.0,0.0,0.0,7.678e-05,0.0,0.0,0.0,0.00406231,0.0
626,0.0,0.0,0.0,0.00012158,0.0,0.0,0.0,0.0042796,0.0
627,0.0,0.0,0.0,0.00019875,0.0,0.0,0.0,0.00464566,0.0
628,0.0,0.0,0.0,0.00033812,0.0,0.0,0.0,0.00572995,0.0
629,0.0,0.0,0.0,0.00061175,0.0,0.0,0.0,0.0056017,0.0
630,0.0,0.0,0.0,0.00138654,0.0,0.0,0.0,0.0040932,0.0
631,0.0,0.0,0.0,0.00258088,0.0,0.0,0.0,0.0065623,0.0
632,0.0,0.0,0.0,0.00488258,0.0,0.0,0.0,0.01112766,0.0
633,0.0,0.0,0.0,0.01144402,0.0,0.0,0.0,0.01378552,0.0
634,0.0,0.0,0.0,0.02359377,0.0,0.0,0.0,0.01402515,0.0
635,0.0,0.0,0.0,0.0423264,0.0,0.0,0.0,0.01063699,0.0
636,0.0,0.0,0.0,0.05595207,0.0,0.0,0.0,0.00628122,0.0
637,0.0,0.0,0.0,0.04142714,0.0,0.0,0.0,0.00701801,0.0
638,0.0,0.0,0.0,0.01459128,0.0,0.0,0.0,0.01176895,0.0
639,0.0,0.0,0.0,0.00483641,0.0,0.0,0.0,0.01222263,0.0
640,0.0,0.0,0.0,0.00868121,0.0,0.0,0.0,0.00986207,0.0
641,0.0,0.0,0.0,0.01322049,0.0,0.0,0.0,0.00472982,0.0
642,0.0,0.0,0.0,0.01441576,0.0,0.0,0.0,0.00957024,0.0
643,0.0,0.0,0.0,0.01170794,0.0,0.0,0.0,0.01764577,0.0
644,0.0,0.0,0.0,0.0064722,0.0,0.0,0.0,0.02292673,0.0
645,0.0,0.0,0.0,0.00390514,0.0,0.0,0.0,0.02293666,0.0
646,0.0,0.0,0.0,0.0046389,0.0,0.0,0.0,0.01852855,0.0
647,0.0,0.0,0.0,0.00361888,0.0,0.0,0.0,0.01107982,0.0
648,0.0,0.0,0.0,0.00526336,0.0,0.0,0.0,0.00475007,0.0
649,0.0,0.0,0.0,0.00850827,0.0,0.0,0.0,0.00676472,0.0
650,0.0,0.0,0.0,0.00811962,0.0,0.0,0.0,0.00875185,0.0
651,0.0,0.0,0.0,0.00502752,0.0,0.0,0.0,0.00751044,0.0
652,0.0,0.0,0.0,0.00733963,0.0,0.0,0.0,0.00469336,0.0
653,0.0,0.0,0.0,0.01255777,0.0,0.0,0.0,0.00541096,0.0
654,0.0,0.0,0.0,0.01361577,0.0,0.0,0.0,0.00840851,0.0
655,0.0,0.0,0.0,0.01081413,0.0,0.0,0.0,0.00928892,0.0
656,0.0,0.0,0.0,0.00550136,0.0,0.0,0.0,0.00704593,0.0
657,0.0,0.0,0.0,0.00323348,0.0,0.0,0.0,0.0051335,0.0
658,0.0,0.0,0.0,0.00300381,0.0,0.0,0.0,0.00852339,0.0
659,0.0,0.0,0.0,0.00767782,0.0,0.0,0.0,0.01253189,0.0
660,0.0,0.0,0.0,0.01777918,0.0,0.0,0.0,0.01342162,0.0
661,0.0,0.0,0.0,0.02499769,0.0,0.0,0.0,0.01216706,0.0
662,0.0,0.0,0.0,0.02732898,0.0,0.0,0.0,0.00930406,0.0
663,0.0,0.0,0.0,0.02410911,0.0,0.0,0.0,0.00592108,0.0
664,0.0,0.0,0.0,0.01819483,0.0,0.0,0.0,0.00611996,0.0
665,0.0,0.0,0.0,0.01489296,0.0,0.0,0.0,0.00768771,0.0
666,0.0,0.0,0.0,0.01614136,0.0,0.0,0.0,0.00850732,0.0
667,0.0,0.0,0.0,0.01816652,0.0,0.0,0.0,0.00783297,0.0
668,0.0,0.0,0.0,0.02096965,0.0,0.0,0.0,0.00573397,0.0
669,0.0,0.0,0.0,0.02344614,0.0,0.0,0.0,0.00414898,0.0
670,0.0,0.0,0.0,0.03514956,0.0,0.0,0.0,0.00342939,0.0
671,0.0,0.0,0.0,0.07008959,0.0,0.0,0.0,0.00528847,0.0
672,0.0,0.0,0.0,0.08419432,0.0,0.0,0.0,0.00800744,0.0
673,0.0,0.0,0.0,0.05349541,0.0,0.0,0.0,0.01680152,0.0
674,0.0,0.0,0.0,0.02689119,0.0,0.0,0.0,0.02341071,0.0
675,0.0,0.0,0.0,0.02065767,0.0,0.0,0.0,0.02156875,0.0
676,0.0,0.0,0.0,0.01392997,0.0,0.0,0.0,0.0164064,0.0
677,0.0,0.0,0.0,0.00832761,0.0,0.0,0.0,0.01503872,0.0
678,0.0,0.0,0.0,0.00439544,0.0,0.0,0.0,0.00883946,0.0
679,0.0,0.0,0.0,0.00228435,0.0,0.0,0.0,0.00612686,0.0
680,0.0,0.0,0.0,0.00121789,0.0,0.0,0.0,0.00414984,0.0
681,0.0,0.0,0.0,0.00068464,0.0,0.0,0.0,0.00298786,0.0
682,0.0,0.0,0.0,0.00038664,0.0,0.0,0.0,0.00220324,0.0
683,0.0,0.0,0.0,0.00047475,0.0,0.0,0.0,0.00221032,0.0
684,0.0,0.0,0.0,0.00050114,0.0,0.0,0.0,0.00229592,0.0
685,0.0,0.0,0.0,0.00046268,0.0,0.0,0.0,0.00223492,0.0
686,0.0,0.0,0.0,0.00034593,0.0,0.0,0.0,0.00174323,0.0
687,0.0,0.0,0.0,0.00033536,0.0,0.0,0.0,0.00173868,0.0
